code,lang,lto,nodes,ranks,scaling,style,rep,metric
pic,rust,1,4,80,weak,SINUSOIDAL,9,392.120728
solctra,c,0,1,20,strong,NA,0,481.16
solctra,c,1,1,20,strong,NA,0,479.37
solctra,rust,0,1,20,strong,NA,0,476.35382604599
solctra,rust,1,1,20,strong,NA,0,476.63352704048157
solctra,c,0,1,20,strong,NA,1,479.89
solctra,c,1,1,20,strong,NA,1,479.68
solctra,rust,0,1,20,strong,NA,1,476.3633043766022
solctra,rust,1,1,20,strong,NA,1,476.3933479785919
solctra,c,0,1,20,strong,NA,2,480.13
solctra,c,1,1,20,strong,NA,2,480.57
solctra,rust,0,1,20,strong,NA,2,476.3372609615326
solctra,rust,1,1,20,strong,NA,2,476.3097445964813
solctra,c,0,1,20,strong,NA,3,480.15
solctra,c,1,1,20,strong,NA,3,479.87
solctra,rust,0,1,20,strong,NA,3,476.4019591808319
solctra,rust,1,1,20,strong,NA,3,476.2654609680176
solctra,c,0,1,20,strong,NA,4,479.93
solctra,c,1,1,20,strong,NA,4,479.65
solctra,rust,0,1,20,strong,NA,4,476.24702882766724
solctra,rust,1,1,20,strong,NA,4,476.4325325489044
solctra,c,0,2,40,strong,NA,0,239.72
solctra,c,1,2,40,strong,NA,0,239.26
solctra,rust,0,2,40,strong,NA,0,238.69443321228027
solctra,rust,1,2,40,strong,NA,0,238.54971170425415
solctra,c,0,2,40,strong,NA,1,239.42
solctra,c,1,2,40,strong,NA,1,239.71
solctra,rust,0,2,40,strong,NA,1,238.85178756713867
solctra,rust,1,2,40,strong,NA,1,238.5772669315338
solctra,c,0,2,40,strong,NA,2,239.58
solctra,c,1,2,40,strong,NA,2,239.39
solctra,rust,0,2,40,strong,NA,2,238.71601152420044
solctra,rust,1,2,40,strong,NA,2,238.58798789978027
solctra,c,0,2,40,strong,NA,3,239.67
solctra,c,1,2,40,strong,NA,3,239.14
solctra,rust,0,2,40,strong,NA,3,238.58097887039185
solctra,rust,1,2,40,strong,NA,3,238.59080529212952
solctra,c,0,2,40,strong,NA,4,239.58
solctra,c,1,2,40,strong,NA,4,239.64
solctra,rust,0,2,40,strong,NA,4,238.7354552745819
solctra,rust,1,2,40,strong,NA,4,238.42604541778564
solctra,c,0,4,80,strong,NA,0,120.59
solctra,c,1,4,80,strong,NA,0,120.19
solctra,rust,0,4,80,strong,NA,0,120.15721440315247
solctra,rust,1,4,80,strong,NA,0,119.87326693534851
solctra,c,0,4,80,strong,NA,1,120.24
solctra,c,1,4,80,strong,NA,1,120.35
solctra,rust,0,4,80,strong,NA,1,120.08422327041626
solctra,rust,1,4,80,strong,NA,1,119.79921388626099
solctra,c,0,4,80,strong,NA,2,120.37
solctra,c,1,4,80,strong,NA,2,120.19
solctra,rust,0,4,80,strong,NA,2,120.46316337585449
solctra,rust,1,4,80,strong,NA,2,119.84560179710388
solctra,c,0,4,80,strong,NA,3,121.2
solctra,c,1,4,80,strong,NA,3,120.28
solctra,rust,0,4,80,strong,NA,3,120.42224383354187
solctra,rust,1,4,80,strong,NA,3,119.76876258850098
solctra,c,0,4,80,strong,NA,4,120.38
solctra,c,1,4,80,strong,NA,4,120.39
solctra,rust,0,4,80,strong,NA,4,120.05963158607483
solctra,rust,1,4,80,strong,NA,4,119.75172686576843
